account_amount,duration,credit_history,credit_purpose,credit_amount,savings_amount,employment_length,installment_rate,other_debtors,residence_length,property,age,installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,credit_score,person_id,sex,personal_status
A14,9,A34,A46,1244,A65,A75,4,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,0,445,Female,married/previously_married
A11,36,A32,A40,1842,A61,A72,4,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,1,446,Female,married/previously_married
A12,7,A32,A43,2576,A61,A73,2,A103,2,A121,35,A143,A152,1,A173,1,A191,A201,0,447,Male,single
A13,12,A32,A42,1424,A65,A75,3,A101,4,A121,55,A143,A152,1,A174,1,A192,A201,0,448,Female,married/previously_married
A12,15,A33,A45,1512,A64,A73,3,A101,3,A122,61,A142,A152,2,A173,1,A191,A201,1,449,Male,married/previously_married
A14,36,A34,A41,11054,A65,A73,4,A101,2,A123,30,A143,A152,1,A174,1,A192,A201,0,450,Male,single
A14,6,A32,A43,518,A61,A73,3,A101,1,A121,29,A143,A152,1,A173,1,A191,A201,0,451,Female,married/previously_married
A14,12,A30,A42,2759,A61,A75,2,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,0,452,Male,single
A14,24,A32,A41,2670,A61,A75,4,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,0,453,Male,single
A11,24,A32,A40,4817,A61,A74,2,A102,3,A122,31,A143,A152,1,A173,1,A192,A201,1,454,Male,single
A14,24,A32,A41,2679,A61,A72,4,A101,1,A124,29,A143,A152,1,A174,1,A192,A201,0,455,Female,married/previously_married
A11,11,A34,A40,3905,A61,A73,2,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,0,456,Male,single
A11,12,A32,A41,3386,A61,A75,3,A101,4,A124,35,A143,A153,1,A173,1,A192,A201,1,457,Male,single
A11,6,A32,A44,343,A61,A72,4,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,0,458,Female,married/previously_married
A14,18,A32,A43,4594,A61,A72,3,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,0,459,Male,single
A11,36,A32,A42,3620,A61,A73,1,A103,2,A122,37,A143,A152,1,A173,2,A191,A201,0,460,Male,single
A11,15,A32,A40,1721,A61,A72,2,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,0,461,Male,single
A12,12,A32,A42,3017,A61,A72,3,A101,1,A121,34,A143,A151,1,A174,1,A191,A201,0,462,Female,married/previously_married
A12,12,A32,A48,754,A65,A75,4,A101,4,A122,38,A143,A152,2,A173,1,A191,A201,0,463,Male,single
A14,18,A32,A49,1950,A61,A74,4,A101,1,A123,34,A142,A152,2,A173,1,A192,A201,0,464,Male,single
A11,24,A32,A41,2924,A61,A73,3,A103,4,A124,63,A141,A152,1,A173,2,A192,A201,0,465,Male,single
A11,24,A33,A43,1659,A61,A72,4,A101,2,A123,29,A143,A151,1,A172,1,A192,A201,1,466,Female,married/previously_married
A14,48,A33,A43,7238,A65,A75,3,A101,3,A123,32,A141,A152,2,A173,2,A191,A201,0,467,Male,single
A14,33,A33,A49,2764,A61,A73,2,A101,2,A123,26,A143,A152,2,A173,1,A192,A201,0,468,Female,married/previously_married
A14,24,A33,A41,4679,A61,A74,3,A101,3,A123,35,A143,A152,2,A172,1,A192,A201,0,469,Male,single
A12,24,A32,A43,3092,A62,A72,3,A101,2,A123,22,A143,A151,1,A173,1,A192,A201,1,470,Male,married/previously_married
A11,6,A32,A46,448,A61,A72,4,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,1,471,Female,married/previously_married
A11,9,A32,A40,654,A61,A73,4,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,1,472,Male,single
A14,6,A32,A48,1238,A65,A71,4,A101,4,A122,36,A143,A152,1,A174,2,A192,A201,0,473,Male,single
A12,18,A34,A43,1245,A61,A73,4,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,474,Male,married/previously_married
A11,18,A30,A42,3114,A61,A72,1,A101,4,A122,26,A143,A151,1,A173,1,A191,A201,1,475,Female,married/previously_married
A14,39,A32,A41,2569,A63,A73,4,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,0,476,Male,single
A13,24,A32,A43,5152,A61,A74,4,A101,2,A123,25,A141,A152,1,A173,1,A191,A201,0,477,Male,single
A12,12,A32,A49,1037,A62,A74,3,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,0,478,Male,single
A11,15,A34,A42,1478,A61,A75,4,A101,4,A123,44,A143,A152,2,A173,2,A192,A201,0,479,Male,single
A12,12,A34,A43,3573,A61,A73,1,A101,1,A121,23,A143,A152,1,A172,1,A191,A201,0,480,Female,married/previously_married
A12,24,A32,A40,1201,A61,A72,4,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,0,481,Male,single
A11,30,A32,A42,3622,A64,A75,4,A101,4,A122,57,A143,A151,2,A173,1,A192,A201,0,482,Female,married/previously_married
A14,15,A33,A42,960,A64,A74,3,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,0,483,Female,married/previously_married
A14,12,A34,A40,1163,A63,A73,4,A101,4,A121,44,A143,A152,1,A173,1,A192,A201,0,484,Male,single
A12,6,A33,A40,1209,A61,A71,4,A101,4,A122,47,A143,A152,1,A174,1,A192,A201,1,485,Male,single
A14,12,A32,A43,3077,A61,A73,2,A101,4,A123,52,A143,A152,1,A173,1,A192,A201,0,486,Male,single
A14,24,A32,A40,3757,A61,A75,4,A102,4,A124,62,A143,A153,1,A173,1,A192,A201,0,487,Female,married/previously_married
A14,10,A32,A40,1418,A62,A73,3,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,0,488,Male,single
A14,6,A32,A40,3518,A61,A73,2,A103,3,A122,26,A143,A151,1,A173,1,A191,A201,0,489,Male,single
A14,12,A34,A43,1934,A61,A75,2,A101,2,A124,26,A143,A152,2,A173,1,A191,A201,0,490,Male,single
A12,27,A30,A49,8318,A61,A75,2,A101,4,A124,42,A143,A153,2,A174,1,A192,A201,1,491,Female,married/previously_married
A14,6,A34,A43,1237,A62,A73,1,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,0,492,Female,married/previously_married
A12,6,A32,A43,368,A65,A75,4,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,0,493,Male,single
A11,12,A34,A40,2122,A61,A73,3,A101,2,A121,39,A143,A151,2,A172,2,A191,A202,0,494,Male,single
A11,24,A32,A42,2996,A65,A73,2,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1,495,Male,married/previously_married
A12,36,A32,A42,9034,A62,A72,4,A102,1,A124,29,A143,A151,1,A174,1,A192,A201,1,496,Male,single
A14,24,A34,A42,1585,A61,A74,4,A101,3,A122,40,A143,A152,2,A173,1,A191,A201,0,497,Male,single
A12,18,A32,A43,1301,A61,A75,4,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,0,498,Male,married/previously_married
A13,6,A34,A40,1323,A62,A75,2,A101,4,A123,28,A143,A152,2,A173,2,A192,A201,0,499,Male,married/previously_married
A11,24,A32,A40,3123,A61,A72,4,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,1,500,Female,married/previously_married
A11,36,A32,A41,5493,A61,A75,2,A101,4,A124,42,A143,A153,1,A173,2,A191,A201,0,501,Male,single
A13,9,A32,A43,1126,A62,A75,2,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,0,502,Male,married/previously_married
A12,24,A34,A43,1216,A62,A72,4,A101,4,A124,38,A141,A152,2,A173,2,A191,A201,1,503,Male,single
A11,24,A32,A40,1207,A61,A72,4,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1,504,Female,married/previously_married
A14,10,A32,A40,1309,A65,A73,4,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,1,505,Male,single
A13,15,A34,A41,2360,A63,A73,2,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,0,506,Male,single
A12,15,A31,A40,6850,A62,A71,1,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,1,507,Male,single
A14,24,A32,A43,1413,A61,A73,4,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,0,508,Male,married/previously_married
A14,39,A32,A41,8588,A62,A75,4,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,0,509,Male,single
A11,12,A32,A40,759,A61,A74,4,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1,510,Male,single
A14,36,A32,A41,4686,A61,A73,2,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,0,511,Male,single
A13,15,A32,A49,2687,A61,A74,2,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,0,512,Male,single
A12,12,A33,A43,585,A61,A73,4,A102,4,A121,20,A143,A151,2,A173,1,A191,A201,0,513,Male,married/previously_married
A14,24,A32,A40,2255,A65,A72,4,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,0,514,Male,single
A11,6,A34,A40,609,A61,A74,4,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,0,515,Female,married/previously_married
A11,6,A34,A40,1361,A61,A72,2,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,0,516,Male,single
A14,36,A34,A42,7127,A61,A72,2,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,1,517,Female,married/previously_married
A11,6,A32,A40,1203,A62,A75,3,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,0,518,Male,single
A14,6,A34,A43,700,A65,A75,4,A101,4,A124,36,A143,A153,2,A173,1,A191,A201,0,519,Male,single
A14,24,A34,A45,5507,A61,A75,3,A101,4,A124,44,A143,A153,2,A173,1,A191,A201,0,520,Male,single
A11,18,A32,A43,3190,A61,A73,2,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,1,521,Female,married/previously_married
A11,48,A30,A42,7119,A61,A73,3,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,1,522,Male,single
A14,24,A32,A41,3488,A62,A74,3,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,0,523,Female,married/previously_married
A12,18,A32,A43,1113,A61,A73,4,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,0,524,Female,married/previously_married
A12,26,A32,A41,7966,A61,A72,2,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,0,525,Male,single
A14,15,A34,A46,1532,A62,A73,4,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,0,526,Female,married/previously_married
A14,4,A34,A43,1503,A61,A74,2,A101,1,A121,42,A143,A152,2,A172,2,A191,A201,0,527,Male,single
A11,36,A32,A43,2302,A61,A73,4,A101,4,A123,31,A143,A151,1,A173,1,A191,A201,1,528,Male,married/previously_married
A11,6,A32,A40,662,A61,A72,3,A101,4,A121,41,A143,A152,1,A172,2,A192,A201,0,529,Male,single
A12,36,A32,A46,2273,A61,A74,3,A101,1,A123,32,A143,A152,2,A173,2,A191,A201,0,530,Male,single
A12,15,A32,A40,2631,A62,A73,2,A101,4,A123,28,A143,A151,2,A173,1,A192,A201,1,531,Female,married/previously_married
A14,12,A33,A41,1503,A61,A73,4,A101,4,A121,41,A143,A151,1,A173,1,A191,A201,0,532,Male,married/previously_married
A14,24,A32,A43,1311,A62,A74,4,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,0,533,Male,married/previously_married
A14,24,A32,A43,3105,A65,A72,4,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,0,534,Male,single
A13,21,A34,A46,2319,A61,A72,2,A101,1,A123,33,A143,A151,1,A173,1,A191,A201,1,535,Male,married/previously_married
A11,6,A32,A40,1374,A65,A71,4,A101,3,A122,75,A143,A152,1,A174,1,A192,A201,0,536,Female,married/previously_married
A12,18,A34,A42,3612,A61,A75,3,A101,4,A122,37,A143,A152,1,A173,1,A192,A201,0,537,Female,married/previously_married
A11,48,A32,A40,7763,A61,A75,4,A101,4,A124,42,A141,A153,1,A174,1,A191,A201,1,538,Male,single
A13,18,A32,A42,3049,A61,A72,1,A101,1,A122,45,A142,A152,1,A172,1,A191,A201,0,539,Female,married/previously_married
A12,12,A32,A43,1534,A61,A72,1,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,1,540,Male,married/previously_married
A14,24,A33,A40,2032,A61,A75,4,A101,4,A124,60,A143,A153,2,A173,1,A192,A201,0,541,Male,single
A11,30,A32,A42,6350,A65,A75,4,A101,4,A122,31,A143,A152,1,A173,1,A191,A201,1,542,Male,single
A13,18,A32,A42,2864,A61,A73,2,A101,1,A121,34,A143,A152,1,A172,2,A191,A201,1,543,Male,single
A14,12,A34,A40,1255,A61,A75,4,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,0,544,Male,single
A11,24,A33,A40,1333,A61,A71,4,A101,2,A121,43,A143,A153,2,A173,2,A191,A201,1,545,Male,single
A14,24,A34,A40,2022,A61,A73,4,A101,4,A123,37,A143,A152,1,A173,1,A192,A201,0,546,Female,married/previously_married
A14,24,A32,A43,1552,A61,A74,3,A101,1,A123,32,A141,A152,1,A173,2,A191,A201,0,547,Male,single
A11,12,A31,A43,626,A61,A73,4,A101,4,A121,24,A141,A152,1,A172,1,A191,A201,1,548,Female,married/previously_married
A14,48,A34,A41,8858,A65,A74,2,A101,1,A124,35,A143,A153,2,A173,1,A192,A201,0,549,Male,single
A14,12,A34,A45,996,A65,A74,4,A101,4,A121,23,A143,A152,2,A173,1,A191,A201,0,550,Female,married/previously_married
A14,6,A31,A43,1750,A63,A75,2,A101,4,A122,45,A141,A152,1,A172,2,A191,A201,0,551,Male,single
A11,48,A32,A43,6999,A61,A74,1,A103,1,A121,34,A143,A152,2,A173,1,A192,A201,1,552,Male,married/previously_married
A12,12,A34,A40,1995,A62,A72,4,A101,1,A123,27,A143,A152,1,A173,1,A191,A201,0,553,Male,single
A12,9,A32,A46,1199,A61,A74,4,A101,4,A122,67,A143,A152,2,A174,1,A192,A201,0,554,Female,married/previously_married
A12,12,A32,A43,1331,A61,A72,2,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,1,555,Male,single
A12,18,A30,A40,2278,A62,A72,3,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,1,556,Female,married/previously_married
A14,21,A30,A40,5003,A65,A73,1,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,1,557,Female,married/previously_married
A11,24,A31,A42,3552,A61,A74,3,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,1,558,Male,single
A12,18,A34,A42,1928,A61,A72,2,A101,2,A121,31,A143,A152,2,A172,1,A191,A201,1,559,Male,single
A11,24,A32,A41,2964,A65,A75,4,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,0,560,Male,single
A11,24,A31,A43,1546,A61,A74,4,A103,4,A123,24,A141,A151,1,A172,1,A191,A201,1,561,Male,single
A13,6,A33,A43,683,A61,A72,2,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,0,562,Female,married/previously_married
A12,36,A32,A40,12389,A65,A73,1,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,1,563,Male,single
A12,24,A33,A49,4712,A65,A73,4,A101,2,A122,37,A141,A152,2,A174,1,A192,A201,0,564,Male,single
A12,24,A33,A43,1553,A62,A74,3,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,0,565,Female,married/previously_married
A11,12,A32,A40,1372,A61,A74,2,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,1,566,Male,married/previously_married
A14,24,A34,A43,2578,A64,A75,2,A101,2,A123,34,A143,A152,1,A173,1,A191,A201,0,567,Male,single
A12,48,A32,A43,3979,A65,A74,4,A101,1,A123,41,A143,A152,2,A173,2,A192,A201,0,568,Male,single
A11,48,A32,A43,6758,A61,A73,3,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,1,569,Female,married/previously_married
A11,24,A32,A42,3234,A61,A72,4,A101,4,A121,23,A143,A151,1,A172,1,A192,A201,1,570,Female,married/previously_married
A14,30,A34,A43,5954,A61,A74,3,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,0,571,Male,single
A14,24,A32,A41,5433,A65,A71,2,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,0,572,Female,married/previously_married
A11,15,A32,A49,806,A61,A73,4,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,0,573,Female,married/previously_married
A12,9,A32,A43,1082,A61,A75,4,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,0,574,Male,single
A14,15,A34,A42,2788,A61,A74,2,A102,3,A123,24,A141,A152,2,A173,1,A191,A201,0,575,Female,married/previously_married
A12,12,A32,A43,2930,A61,A74,2,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,0,576,Female,married/previously_married
A14,24,A34,A46,1927,A65,A73,3,A101,2,A123,33,A143,A152,2,A173,1,A192,A201,0,577,Female,married/previously_married
A12,36,A34,A40,2820,A61,A72,4,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,1,578,Male,married/previously_married
A14,24,A32,A48,937,A61,A72,4,A101,3,A123,27,A143,A152,2,A172,1,A191,A201,0,579,Male,married/previously_married
A12,18,A34,A40,1056,A61,A75,3,A103,3,A121,30,A141,A152,2,A173,1,A191,A201,1,580,Male,single
A12,12,A34,A40,3124,A61,A72,1,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,0,581,Male,single
A14,9,A32,A42,1388,A61,A73,4,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,0,582,Female,married/previously_married
A12,36,A32,A45,2384,A61,A72,4,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,1,583,Male,single
A14,12,A32,A40,2133,A65,A75,4,A101,4,A124,52,A143,A153,1,A174,1,A192,A201,0,584,Female,married/previously_married
A11,18,A32,A42,2039,A61,A73,1,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,1,585,Female,married/previously_married
A11,9,A34,A40,2799,A61,A73,2,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,0,586,Male,single
A11,12,A32,A42,1289,A61,A73,4,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,0,587,Male,single
A11,18,A32,A44,1217,A61,A73,4,A101,3,A121,47,A143,A152,1,A172,1,A192,A201,1,588,Male,married/previously_married
A11,12,A34,A42,2246,A61,A75,3,A101,3,A122,60,A143,A152,2,A173,1,A191,A201,1,589,Male,single
A11,12,A34,A43,385,A61,A74,4,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,0,590,Female,married/previously_married
A12,24,A33,A40,1965,A65,A73,4,A101,4,A123,42,A143,A151,2,A173,1,A192,A201,0,591,Female,married/previously_married
A14,21,A32,A49,1572,A64,A75,4,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,0,592,Female,married/previously_married
A12,24,A32,A40,2718,A61,A73,3,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,1,593,Female,married/previously_married
A11,24,A31,A410,1358,A65,A75,4,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,1,594,Male,single
A12,6,A31,A40,931,A62,A72,1,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,1,595,Female,married/previously_married
A11,24,A32,A40,1442,A61,A74,4,A101,4,A123,23,A143,A151,2,A173,1,A191,A201,1,596,Female,married/previously_married
A12,24,A30,A49,4241,A61,A73,1,A101,4,A121,36,A143,A152,3,A172,1,A192,A201,1,597,Male,single
A14,18,A34,A40,2775,A61,A74,2,A101,2,A122,31,A141,A152,2,A173,1,A191,A201,1,598,Male,single
A14,24,A33,A49,3863,A61,A73,1,A101,2,A124,32,A143,A153,1,A173,1,A191,A201,0,599,Male,single
A12,7,A32,A43,2329,A61,A72,1,A103,1,A121,45,A143,A152,1,A173,1,A191,A201,0,600,Female,married/previously_married
A12,9,A32,A42,918,A61,A73,4,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,1,601,Female,married/previously_married
A12,24,A31,A46,1837,A61,A74,4,A101,4,A124,34,A141,A153,1,A172,1,A191,A201,1,602,Female,married/previously_married
A14,36,A32,A42,3349,A61,A73,4,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,1,603,Female,married/previously_married
A13,10,A32,A42,1275,A61,A72,4,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,0,604,Female,married/previously_married
A11,24,A31,A42,2828,A63,A73,4,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,0,605,Male,single
A14,24,A34,A49,4526,A61,A73,3,A101,2,A121,74,A143,A152,1,A174,1,A192,A201,0,606,Male,single
A12,36,A32,A43,2671,A62,A73,4,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,1,607,Female,married/previously_married
A14,18,A32,A43,2051,A61,A72,4,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,0,608,Male,single
A14,15,A32,A41,1300,A65,A75,4,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,0,609,Male,single
A11,12,A32,A44,741,A62,A71,4,A101,3,A122,22,A143,A152,1,A173,1,A191,A201,1,610,Female,married/previously_married
A13,10,A32,A40,1240,A62,A75,1,A101,4,A124,48,A143,A153,1,A172,2,A191,A201,1,611,Female,married/previously_married
A11,21,A32,A43,3357,A64,A72,4,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,0,612,Female,married/previously_married
A11,24,A31,A41,3632,A61,A73,1,A103,4,A123,22,A141,A151,1,A173,1,A191,A202,0,613,Female,married/previously_married
A14,18,A33,A42,1808,A61,A74,4,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,1,614,Female,married/previously_married
A12,48,A30,A49,12204,A65,A73,2,A101,2,A123,48,A141,A152,1,A174,1,A192,A201,0,615,Male,single
A12,60,A33,A43,9157,A65,A73,2,A101,2,A124,27,A143,A153,1,A174,1,A191,A201,0,616,Male,single
A11,6,A34,A40,3676,A61,A73,1,A101,3,A121,37,A143,A151,3,A173,2,A191,A201,0,617,Male,single
A12,30,A32,A42,3441,A62,A73,2,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,1,618,Female,married/previously_married
A14,12,A32,A40,640,A61,A73,4,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,0,619,Male,married/previously_married
A12,21,A34,A49,3652,A61,A74,2,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,0,620,Male,single
A14,18,A34,A40,1530,A61,A73,3,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,1,621,Male,single
A14,48,A32,A49,3914,A65,A73,4,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,1,622,Male,married/previously_married
A11,12,A32,A42,1858,A61,A72,4,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,0,623,Female,married/previously_married
A11,18,A32,A43,2600,A61,A73,4,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,1,624,Male,single
A14,15,A32,A43,1979,A65,A75,4,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,0,625,Male,single
A13,6,A32,A42,2116,A61,A73,2,A101,2,A121,41,A143,A152,1,A173,1,A192,A201,0,626,Male,single
A12,9,A31,A40,1437,A62,A74,2,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,1,627,Male,single
A14,42,A34,A42,4042,A63,A73,4,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,0,628,Male,single
A14,9,A32,A46,3832,A65,A75,1,A101,4,A121,64,A143,A152,1,A172,1,A191,A201,0,629,Male,single
A11,24,A32,A43,3660,A61,A73,2,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,0,630,Female,married/previously_married
A11,18,A31,A42,1553,A61,A73,4,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,1,631,Male,single
A12,15,A32,A43,1444,A65,A72,4,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,0,632,Male,single
A14,9,A32,A42,1980,A61,A72,2,A102,2,A123,19,A143,A151,2,A173,1,A191,A201,1,633,Female,married/previously_married
A12,24,A32,A40,1355,A61,A72,3,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,1,634,Female,married/previously_married
A14,12,A32,A46,1393,A61,A75,4,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,0,635,Male,single
A14,24,A32,A43,1376,A63,A74,4,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,0,636,Female,married/previously_married
A14,60,A33,A43,15653,A61,A74,2,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,0,637,Male,single
A14,12,A32,A43,1493,A61,A72,4,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,0,638,Female,married/previously_married
A11,42,A33,A43,4370,A61,A74,3,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,1,639,Male,single
A11,18,A32,A46,750,A61,A71,4,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,1,640,Female,married/previously_married
A12,15,A32,A45,1308,A61,A75,4,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,0,641,Male,single
A14,15,A32,A46,4623,A62,A73,3,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,1,642,Male,single
A14,24,A34,A43,1851,A61,A74,4,A103,2,A123,33,A143,A152,2,A173,1,A192,A201,0,643,Male,married/previously_married
A11,18,A34,A43,1880,A61,A74,4,A101,1,A122,32,A143,A152,2,A174,1,A192,A201,0,644,Male,married/previously_married
A14,36,A33,A49,7980,A65,A72,4,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,1,645,Male,single
A11,30,A30,A42,4583,A61,A73,2,A103,2,A121,32,A143,A152,2,A173,1,A191,A201,0,646,Male,married/previously_married
A14,12,A32,A40,1386,A63,A73,2,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,1,647,Female,married/previously_married
A13,24,A32,A40,947,A61,A74,4,A101,3,A124,38,A141,A153,1,A173,2,A191,A201,1,648,Male,single
A11,12,A32,A46,684,A61,A73,4,A101,4,A123,40,A143,A151,1,A172,2,A191,A201,1,649,Male,single
A11,48,A32,A46,7476,A61,A74,4,A101,1,A124,50,A143,A153,1,A174,1,A192,A201,0,650,Male,single
A12,12,A32,A42,1922,A61,A73,4,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,1,651,Male,single
A11,24,A32,A40,2303,A61,A75,4,A102,1,A121,45,A143,A152,1,A173,1,A191,A201,1,652,Male,single
A12,36,A33,A40,8086,A62,A75,2,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,1,653,Male,single
A14,24,A34,A41,2346,A61,A74,4,A101,3,A123,35,A143,A152,2,A173,1,A192,A201,0,654,Male,single
A11,14,A32,A40,3973,A61,A71,1,A101,4,A124,22,A143,A153,1,A173,1,A191,A201,0,655,Male,single
A12,12,A32,A40,888,A61,A75,4,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,1,656,Male,single
A14,48,A32,A43,10222,A65,A74,4,A101,3,A123,37,A142,A152,1,A173,1,A192,A201,0,657,Male,single
A12,30,A30,A49,4221,A61,A73,2,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,0,658,Female,married/previously_married
A12,18,A34,A42,6361,A61,A75,2,A101,1,A124,41,A143,A152,1,A173,1,A192,A201,0,659,Male,single
A13,12,A32,A43,1297,A61,A73,3,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,0,660,Male,married/previously_married
A11,12,A32,A40,900,A65,A73,4,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,1,661,Male,married/previously_married
A14,21,A32,A42,2241,A61,A75,4,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,0,662,Male,single
A12,6,A33,A42,1050,A61,A71,4,A101,1,A122,35,A142,A152,2,A174,1,A192,A201,0,663,Male,single
A13,6,A34,A46,1047,A61,A73,2,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,0,664,Female,married/previously_married
A14,24,A34,A410,6314,A61,A71,4,A102,2,A124,27,A141,A152,2,A174,1,A192,A201,0,665,Male,single
A12,30,A31,A42,3496,A64,A73,4,A101,2,A123,34,A142,A152,1,A173,2,A192,A201,0,666,Male,single
A14,48,A31,A49,3609,A61,A73,1,A101,1,A121,27,A142,A152,1,A173,1,A191,A201,0,667,Female,married/previously_married
