account_amount,duration,credit_history,credit_purpose,credit_amount,savings_amount,employment_length,installment_rate,other_debtors,residence_length,property,age,installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,credit_score,person_id,sex,personal_status
A14,12,A30,A42,2759,A61,A75,2,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,1,452,male,single
A14,24,A32,A41,2670,A61,A75,4,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,1,453,male,single
A11,24,A32,A40,4817,A61,A74,2,A102,3,A122,31,A143,A152,1,A173,1,A192,A201,0,454,male,single
A14,24,A32,A41,2679,A61,A72,4,A101,1,A124,29,A143,A152,1,A174,1,A192,A201,1,455,female,married/previously_married
A11,11,A34,A40,3905,A61,A73,2,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,1,456,male,single
A11,12,A32,A41,3386,A61,A75,3,A101,4,A124,35,A143,A153,1,A173,1,A192,A201,0,457,male,single
A11,6,A32,A44,343,A61,A72,4,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,458,female,married/previously_married
A14,18,A32,A43,4594,A61,A72,3,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,1,459,male,single
A11,36,A32,A42,3620,A61,A73,1,A103,2,A122,37,A143,A152,1,A173,2,A191,A201,1,460,male,single
A11,15,A32,A40,1721,A61,A72,2,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,1,461,male,single
A12,12,A32,A42,3017,A61,A72,3,A101,1,A121,34,A143,A151,1,A174,1,A191,A201,1,462,female,married/previously_married
A12,12,A32,A48,754,A65,A75,4,A101,4,A122,38,A143,A152,2,A173,1,A191,A201,1,463,male,single
A14,18,A32,A49,1950,A61,A74,4,A101,1,A123,34,A142,A152,2,A173,1,A192,A201,1,464,male,single
A11,24,A32,A41,2924,A61,A73,3,A103,4,A124,63,A141,A152,1,A173,2,A192,A201,1,465,male,single
A11,24,A33,A43,1659,A61,A72,4,A101,2,A123,29,A143,A151,1,A172,1,A192,A201,0,466,female,married/previously_married
A14,48,A33,A43,7238,A65,A75,3,A101,3,A123,32,A141,A152,2,A173,2,A191,A201,1,467,male,single
A14,33,A33,A49,2764,A61,A73,2,A101,2,A123,26,A143,A152,2,A173,1,A192,A201,1,468,female,married/previously_married
A14,24,A33,A41,4679,A61,A74,3,A101,3,A123,35,A143,A152,2,A172,1,A192,A201,1,469,male,single
A12,24,A32,A43,3092,A62,A72,3,A101,2,A123,22,A143,A151,1,A173,1,A192,A201,0,470,male,married/previously_married
A11,6,A32,A46,448,A61,A72,4,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,0,471,female,married/previously_married
A11,9,A32,A40,654,A61,A73,4,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,0,472,male,single
A14,6,A32,A48,1238,A65,A71,4,A101,4,A122,36,A143,A152,1,A174,2,A192,A201,1,473,male,single
A12,18,A34,A43,1245,A61,A73,4,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,0,474,male,married/previously_married
A11,18,A30,A42,3114,A61,A72,1,A101,4,A122,26,A143,A151,1,A173,1,A191,A201,0,475,female,married/previously_married
A14,39,A32,A41,2569,A63,A73,4,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,1,476,male,single
A13,24,A32,A43,5152,A61,A74,4,A101,2,A123,25,A141,A152,1,A173,1,A191,A201,1,477,male,single
A12,12,A32,A49,1037,A62,A74,3,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,1,478,male,single
A11,15,A34,A42,1478,A61,A75,4,A101,4,A123,44,A143,A152,2,A173,2,A192,A201,1,479,male,single
A12,12,A34,A43,3573,A61,A73,1,A101,1,A121,23,A143,A152,1,A172,1,A191,A201,1,480,female,married/previously_married
A12,24,A32,A40,1201,A61,A72,4,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,1,481,male,single
A11,30,A32,A42,3622,A64,A75,4,A101,4,A122,57,A143,A151,2,A173,1,A192,A201,1,482,female,married/previously_married
A14,15,A33,A42,960,A64,A74,3,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,1,483,female,married/previously_married
A14,12,A34,A40,1163,A63,A73,4,A101,4,A121,44,A143,A152,1,A173,1,A192,A201,1,484,male,single
A12,6,A33,A40,1209,A61,A71,4,A101,4,A122,47,A143,A152,1,A174,1,A192,A201,0,485,male,single
A14,12,A32,A43,3077,A61,A73,2,A101,4,A123,52,A143,A152,1,A173,1,A192,A201,1,486,male,single
A14,24,A32,A40,3757,A61,A75,4,A102,4,A124,62,A143,A153,1,A173,1,A192,A201,1,487,female,married/previously_married
A14,10,A32,A40,1418,A62,A73,3,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,1,488,male,single
A14,6,A32,A40,3518,A61,A73,2,A103,3,A122,26,A143,A151,1,A173,1,A191,A201,1,489,male,single
A14,12,A34,A43,1934,A61,A75,2,A101,2,A124,26,A143,A152,2,A173,1,A191,A201,1,490,male,single
A12,27,A30,A49,8318,A61,A75,2,A101,4,A124,42,A143,A153,2,A174,1,A192,A201,0,491,female,married/previously_married
A14,6,A34,A43,1237,A62,A73,1,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,1,492,female,married/previously_married
A12,6,A32,A43,368,A65,A75,4,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,1,493,male,single
A11,12,A34,A40,2122,A61,A73,3,A101,2,A121,39,A143,A151,2,A172,2,A191,A202,1,494,male,single
A11,24,A32,A42,2996,A65,A73,2,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,0,495,male,married/previously_married
A12,36,A32,A42,9034,A62,A72,4,A102,1,A124,29,A143,A151,1,A174,1,A192,A201,0,496,male,single
A14,24,A34,A42,1585,A61,A74,4,A101,3,A122,40,A143,A152,2,A173,1,A191,A201,1,497,male,single
A12,18,A32,A43,1301,A61,A75,4,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,1,498,male,married/previously_married
A13,6,A34,A40,1323,A62,A75,2,A101,4,A123,28,A143,A152,2,A173,2,A192,A201,1,499,male,married/previously_married
A11,24,A32,A40,3123,A61,A72,4,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,0,500,female,married/previously_married
A11,36,A32,A41,5493,A61,A75,2,A101,4,A124,42,A143,A153,1,A173,2,A191,A201,1,501,male,single
A13,9,A32,A43,1126,A62,A75,2,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,1,502,male,married/previously_married
A12,24,A34,A43,1216,A62,A72,4,A101,4,A124,38,A141,A152,2,A173,2,A191,A201,0,503,male,single
A11,24,A32,A40,1207,A61,A72,4,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,0,504,female,married/previously_married
A14,10,A32,A40,1309,A65,A73,4,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,0,505,male,single
A13,15,A34,A41,2360,A63,A73,2,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,1,506,male,single
A12,15,A31,A40,6850,A62,A71,1,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,0,507,male,single
A14,24,A32,A43,1413,A61,A73,4,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,1,508,male,married/previously_married
A14,39,A32,A41,8588,A62,A75,4,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,1,509,male,single
A11,12,A32,A40,759,A61,A74,4,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,0,510,male,single
A14,36,A32,A41,4686,A61,A73,2,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,1,511,male,single
A13,15,A32,A49,2687,A61,A74,2,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,1,512,male,single
A12,12,A33,A43,585,A61,A73,4,A102,4,A121,20,A143,A151,2,A173,1,A191,A201,1,513,male,married/previously_married
A14,24,A32,A40,2255,A65,A72,4,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,1,514,male,single
A11,6,A34,A40,609,A61,A74,4,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,1,515,female,married/previously_married
A11,6,A34,A40,1361,A61,A72,2,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,1,516,male,single
A14,36,A34,A42,7127,A61,A72,2,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,0,517,female,married/previously_married
A11,6,A32,A40,1203,A62,A75,3,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,1,518,male,single
A14,6,A34,A43,700,A65,A75,4,A101,4,A124,36,A143,A153,2,A173,1,A191,A201,1,519,male,single
A14,24,A34,A45,5507,A61,A75,3,A101,4,A124,44,A143,A153,2,A173,1,A191,A201,1,520,male,single
A11,18,A32,A43,3190,A61,A73,2,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,0,521,female,married/previously_married
A11,48,A30,A42,7119,A61,A73,3,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,0,522,male,single
A14,24,A32,A41,3488,A62,A74,3,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1,523,female,married/previously_married
A12,18,A32,A43,1113,A61,A73,4,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,1,524,female,married/previously_married
A12,26,A32,A41,7966,A61,A72,2,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,1,525,male,single
A14,15,A34,A46,1532,A62,A73,4,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,1,526,female,married/previously_married
A14,4,A34,A43,1503,A61,A74,2,A101,1,A121,42,A143,A152,2,A172,2,A191,A201,1,527,male,single
A11,36,A32,A43,2302,A61,A73,4,A101,4,A123,31,A143,A151,1,A173,1,A191,A201,0,528,male,married/previously_married
A11,6,A32,A40,662,A61,A72,3,A101,4,A121,41,A143,A152,1,A172,2,A192,A201,1,529,male,single
A12,36,A32,A46,2273,A61,A74,3,A101,1,A123,32,A143,A152,2,A173,2,A191,A201,1,530,male,single
A12,15,A32,A40,2631,A62,A73,2,A101,4,A123,28,A143,A151,2,A173,1,A192,A201,0,531,female,married/previously_married
A14,12,A33,A41,1503,A61,A73,4,A101,4,A121,41,A143,A151,1,A173,1,A191,A201,1,532,male,married/previously_married
A14,24,A32,A43,1311,A62,A74,4,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,1,533,male,married/previously_married
A14,24,A32,A43,3105,A65,A72,4,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,534,male,single
A13,21,A34,A46,2319,A61,A72,2,A101,1,A123,33,A143,A151,1,A173,1,A191,A201,0,535,male,married/previously_married
A11,6,A32,A40,1374,A65,A71,4,A101,3,A122,75,A143,A152,1,A174,1,A192,A201,1,536,female,married/previously_married
A12,18,A34,A42,3612,A61,A75,3,A101,4,A122,37,A143,A152,1,A173,1,A192,A201,1,537,female,married/previously_married
A11,48,A32,A40,7763,A61,A75,4,A101,4,A124,42,A141,A153,1,A174,1,A191,A201,0,538,male,single
A13,18,A32,A42,3049,A61,A72,1,A101,1,A122,45,A142,A152,1,A172,1,A191,A201,1,539,female,married/previously_married
A12,12,A32,A43,1534,A61,A72,1,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,0,540,male,married/previously_married
A14,24,A33,A40,2032,A61,A75,4,A101,4,A124,60,A143,A153,2,A173,1,A192,A201,1,541,male,single
A11,30,A32,A42,6350,A65,A75,4,A101,4,A122,31,A143,A152,1,A173,1,A191,A201,0,542,male,single
A13,18,A32,A42,2864,A61,A73,2,A101,1,A121,34,A143,A152,1,A172,2,A191,A201,0,543,male,single
A14,12,A34,A40,1255,A61,A75,4,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,1,544,male,single
A11,24,A33,A40,1333,A61,A71,4,A101,2,A121,43,A143,A153,2,A173,2,A191,A201,0,545,male,single
A14,24,A34,A40,2022,A61,A73,4,A101,4,A123,37,A143,A152,1,A173,1,A192,A201,1,546,female,married/previously_married
A14,24,A32,A43,1552,A61,A74,3,A101,1,A123,32,A141,A152,1,A173,2,A191,A201,1,547,male,single
A11,12,A31,A43,626,A61,A73,4,A101,4,A121,24,A141,A152,1,A172,1,A191,A201,0,548,female,married/previously_married
A14,48,A34,A41,8858,A65,A74,2,A101,1,A124,35,A143,A153,2,A173,1,A192,A201,1,549,male,single
A14,12,A34,A45,996,A65,A74,4,A101,4,A121,23,A143,A152,2,A173,1,A191,A201,1,550,female,married/previously_married
A14,6,A31,A43,1750,A63,A75,2,A101,4,A122,45,A141,A152,1,A172,2,A191,A201,1,551,male,single
A11,48,A32,A43,6999,A61,A74,1,A103,1,A121,34,A143,A152,2,A173,1,A192,A201,0,552,male,married/previously_married
A12,12,A34,A40,1995,A62,A72,4,A101,1,A123,27,A143,A152,1,A173,1,A191,A201,1,553,male,single
A12,9,A32,A46,1199,A61,A74,4,A101,4,A122,67,A143,A152,2,A174,1,A192,A201,1,554,female,married/previously_married
A12,12,A32,A43,1331,A61,A72,2,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,0,555,male,single
A12,18,A30,A40,2278,A62,A72,3,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,0,556,female,married/previously_married
A14,21,A30,A40,5003,A65,A73,1,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,0,557,female,married/previously_married
A11,24,A31,A42,3552,A61,A74,3,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,0,558,male,single
A12,18,A34,A42,1928,A61,A72,2,A101,2,A121,31,A143,A152,2,A172,1,A191,A201,0,559,male,single
A11,24,A32,A41,2964,A65,A75,4,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,1,560,male,single
A11,24,A31,A43,1546,A61,A74,4,A103,4,A123,24,A141,A151,1,A172,1,A191,A201,0,561,male,single
A13,6,A33,A43,683,A61,A72,2,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,1,562,female,married/previously_married
A12,36,A32,A40,12389,A65,A73,1,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,0,563,male,single
A12,24,A33,A49,4712,A65,A73,4,A101,2,A122,37,A141,A152,2,A174,1,A192,A201,1,564,male,single
A12,24,A33,A43,1553,A62,A74,3,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,1,565,female,married/previously_married
A11,12,A32,A40,1372,A61,A74,2,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,0,566,male,married/previously_married
A14,24,A34,A43,2578,A64,A75,2,A101,2,A123,34,A143,A152,1,A173,1,A191,A201,1,567,male,single
A12,48,A32,A43,3979,A65,A74,4,A101,1,A123,41,A143,A152,2,A173,2,A192,A201,1,568,male,single
A11,48,A32,A43,6758,A61,A73,3,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,0,569,female,married/previously_married
A11,24,A32,A42,3234,A61,A72,4,A101,4,A121,23,A143,A151,1,A172,1,A192,A201,0,570,female,married/previously_married
A14,30,A34,A43,5954,A61,A74,3,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,1,571,male,single
A14,24,A32,A41,5433,A65,A71,2,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,1,572,female,married/previously_married
A11,15,A32,A49,806,A61,A73,4,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,1,573,female,married/previously_married
A12,9,A32,A43,1082,A61,A75,4,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,1,574,male,single
A14,15,A34,A42,2788,A61,A74,2,A102,3,A123,24,A141,A152,2,A173,1,A191,A201,1,575,female,married/previously_married
A12,12,A32,A43,2930,A61,A74,2,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,576,female,married/previously_married
A14,24,A34,A46,1927,A65,A73,3,A101,2,A123,33,A143,A152,2,A173,1,A192,A201,1,577,female,married/previously_married
A12,36,A34,A40,2820,A61,A72,4,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,0,578,male,married/previously_married
A14,24,A32,A48,937,A61,A72,4,A101,3,A123,27,A143,A152,2,A172,1,A191,A201,1,579,male,married/previously_married
A12,18,A34,A40,1056,A61,A75,3,A103,3,A121,30,A141,A152,2,A173,1,A191,A201,0,580,male,single
A12,12,A34,A40,3124,A61,A72,1,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,1,581,male,single
A14,9,A32,A42,1388,A61,A73,4,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,1,582,female,married/previously_married
A12,36,A32,A45,2384,A61,A72,4,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,0,583,male,single
A14,12,A32,A40,2133,A65,A75,4,A101,4,A124,52,A143,A153,1,A174,1,A192,A201,1,584,female,married/previously_married
A11,18,A32,A42,2039,A61,A73,1,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,0,585,female,married/previously_married
A11,9,A34,A40,2799,A61,A73,2,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,1,586,male,single
A11,12,A32,A42,1289,A61,A73,4,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,1,587,male,single
A11,18,A32,A44,1217,A61,A73,4,A101,3,A121,47,A143,A152,1,A172,1,A192,A201,0,588,male,married/previously_married
A11,12,A34,A42,2246,A61,A75,3,A101,3,A122,60,A143,A152,2,A173,1,A191,A201,0,589,male,single
A11,12,A34,A43,385,A61,A74,4,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,1,590,female,married/previously_married
A12,24,A33,A40,1965,A65,A73,4,A101,4,A123,42,A143,A151,2,A173,1,A192,A201,1,591,female,married/previously_married
A14,21,A32,A49,1572,A64,A75,4,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,1,592,female,married/previously_married
A12,24,A32,A40,2718,A61,A73,3,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,0,593,female,married/previously_married
A11,24,A31,A410,1358,A65,A75,4,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,0,594,male,single
A12,6,A31,A40,931,A62,A72,1,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,0,595,female,married/previously_married
A11,24,A32,A40,1442,A61,A74,4,A101,4,A123,23,A143,A151,2,A173,1,A191,A201,0,596,female,married/previously_married
A12,24,A30,A49,4241,A61,A73,1,A101,4,A121,36,A143,A152,3,A172,1,A192,A201,0,597,male,single
A14,18,A34,A40,2775,A61,A74,2,A101,2,A122,31,A141,A152,2,A173,1,A191,A201,0,598,male,single
A14,24,A33,A49,3863,A61,A73,1,A101,2,A124,32,A143,A153,1,A173,1,A191,A201,1,599,male,single
A12,7,A32,A43,2329,A61,A72,1,A103,1,A121,45,A143,A152,1,A173,1,A191,A201,1,600,female,married/previously_married
A12,9,A32,A42,918,A61,A73,4,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,0,601,female,married/previously_married
A12,24,A31,A46,1837,A61,A74,4,A101,4,A124,34,A141,A153,1,A172,1,A191,A201,0,602,female,married/previously_married
A14,36,A32,A42,3349,A61,A73,4,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,0,603,female,married/previously_married
A13,10,A32,A42,1275,A61,A72,4,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,1,604,female,married/previously_married
A11,24,A31,A42,2828,A63,A73,4,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,605,male,single
A14,24,A34,A49,4526,A61,A73,3,A101,2,A121,74,A143,A152,1,A174,1,A192,A201,1,606,male,single
A12,36,A32,A43,2671,A62,A73,4,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,0,607,female,married/previously_married
A14,18,A32,A43,2051,A61,A72,4,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,1,608,male,single
A14,15,A32,A41,1300,A65,A75,4,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,1,609,male,single
A11,12,A32,A44,741,A62,A71,4,A101,3,A122,22,A143,A152,1,A173,1,A191,A201,0,610,female,married/previously_married
A13,10,A32,A40,1240,A62,A75,1,A101,4,A124,48,A143,A153,1,A172,2,A191,A201,0,611,female,married/previously_married
A11,21,A32,A43,3357,A64,A72,4,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,1,612,female,married/previously_married
A11,24,A31,A41,3632,A61,A73,1,A103,4,A123,22,A141,A151,1,A173,1,A191,A202,1,613,female,married/previously_married
A14,18,A33,A42,1808,A61,A74,4,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,0,614,female,married/previously_married
A12,48,A30,A49,12204,A65,A73,2,A101,2,A123,48,A141,A152,1,A174,1,A192,A201,1,615,male,single
A12,60,A33,A43,9157,A65,A73,2,A101,2,A124,27,A143,A153,1,A174,1,A191,A201,1,616,male,single
A11,6,A34,A40,3676,A61,A73,1,A101,3,A121,37,A143,A151,3,A173,2,A191,A201,1,617,male,single
A12,30,A32,A42,3441,A62,A73,2,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,0,618,female,married/previously_married
A14,12,A32,A40,640,A61,A73,4,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1,619,male,married/previously_married
A12,21,A34,A49,3652,A61,A74,2,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,1,620,male,single
A14,18,A34,A40,1530,A61,A73,3,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,0,621,male,single
A14,48,A32,A49,3914,A65,A73,4,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,0,622,male,married/previously_married
A11,12,A32,A42,1858,A61,A72,4,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,1,623,female,married/previously_married
A11,18,A32,A43,2600,A61,A73,4,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,0,624,male,single
A14,15,A32,A43,1979,A65,A75,4,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,1,625,male,single
A13,6,A32,A42,2116,A61,A73,2,A101,2,A121,41,A143,A152,1,A173,1,A192,A201,1,626,male,single
A12,9,A31,A40,1437,A62,A74,2,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,0,627,male,single
A14,42,A34,A42,4042,A63,A73,4,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,1,628,male,single
A14,9,A32,A46,3832,A65,A75,1,A101,4,A121,64,A143,A152,1,A172,1,A191,A201,1,629,male,single
A11,24,A32,A43,3660,A61,A73,2,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,1,630,female,married/previously_married
A11,18,A31,A42,1553,A61,A73,4,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,0,631,male,single
A12,15,A32,A43,1444,A65,A72,4,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,1,632,male,single
A14,9,A32,A42,1980,A61,A72,2,A102,2,A123,19,A143,A151,2,A173,1,A191,A201,0,633,female,married/previously_married
A12,24,A32,A40,1355,A61,A72,3,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,0,634,female,married/previously_married
A14,12,A32,A46,1393,A61,A75,4,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,635,male,single
A14,24,A32,A43,1376,A63,A74,4,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1,636,female,married/previously_married
A14,60,A33,A43,15653,A61,A74,2,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,1,637,male,single
A14,12,A32,A43,1493,A61,A72,4,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,1,638,female,married/previously_married
A11,42,A33,A43,4370,A61,A74,3,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,0,639,male,single
A11,18,A32,A46,750,A61,A71,4,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,0,640,female,married/previously_married
A12,15,A32,A45,1308,A61,A75,4,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,1,641,male,single
A14,15,A32,A46,4623,A62,A73,3,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,0,642,male,single
A14,24,A34,A43,1851,A61,A74,4,A103,2,A123,33,A143,A152,2,A173,1,A192,A201,1,643,male,married/previously_married
A11,18,A34,A43,1880,A61,A74,4,A101,1,A122,32,A143,A152,2,A174,1,A192,A201,1,644,male,married/previously_married
A14,36,A33,A49,7980,A65,A72,4,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,0,645,male,single
A11,30,A30,A42,4583,A61,A73,2,A103,2,A121,32,A143,A152,2,A173,1,A191,A201,1,646,male,married/previously_married
A14,12,A32,A40,1386,A63,A73,2,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,0,647,female,married/previously_married
A13,24,A32,A40,947,A61,A74,4,A101,3,A124,38,A141,A153,1,A173,2,A191,A201,0,648,male,single
A11,12,A32,A46,684,A61,A73,4,A101,4,A123,40,A143,A151,1,A172,2,A191,A201,0,649,male,single
A11,48,A32,A46,7476,A61,A74,4,A101,1,A124,50,A143,A153,1,A174,1,A192,A201,1,650,male,single
A12,12,A32,A42,1922,A61,A73,4,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,0,651,male,single
A11,24,A32,A40,2303,A61,A75,4,A102,1,A121,45,A143,A152,1,A173,1,A191,A201,0,652,male,single
A12,36,A33,A40,8086,A62,A75,2,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,0,653,male,single
A14,24,A34,A41,2346,A61,A74,4,A101,3,A123,35,A143,A152,2,A173,1,A192,A201,1,654,male,single
A11,14,A32,A40,3973,A61,A71,1,A101,4,A124,22,A143,A153,1,A173,1,A191,A201,1,655,male,single
A12,12,A32,A40,888,A61,A75,4,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,0,656,male,single
A14,48,A32,A43,10222,A65,A74,4,A101,3,A123,37,A142,A152,1,A173,1,A192,A201,1,657,male,single
A12,30,A30,A49,4221,A61,A73,2,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,1,658,female,married/previously_married
A12,18,A34,A42,6361,A61,A75,2,A101,1,A124,41,A143,A152,1,A173,1,A192,A201,1,659,male,single
A13,12,A32,A43,1297,A61,A73,3,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,1,660,male,married/previously_married
A11,12,A32,A40,900,A65,A73,4,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,0,661,male,married/previously_married
A14,21,A32,A42,2241,A61,A75,4,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,1,662,male,single
A12,6,A33,A42,1050,A61,A71,4,A101,1,A122,35,A142,A152,2,A174,1,A192,A201,1,663,male,single
A13,6,A34,A46,1047,A61,A73,2,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,1,664,female,married/previously_married
A14,24,A34,A410,6314,A61,A71,4,A102,2,A124,27,A141,A152,2,A174,1,A192,A201,1,665,male,single
A12,30,A31,A42,3496,A64,A73,4,A101,2,A123,34,A142,A152,1,A173,2,A192,A201,1,666,male,single
A14,48,A31,A49,3609,A61,A73,1,A101,1,A121,27,A142,A152,1,A173,1,A191,A201,1,667,female,married/previously_married
A11,12,A34,A40,4843,A61,A75,3,A102,4,A122,43,A143,A151,2,A173,1,A192,A201,0,668,male,single
A13,30,A34,A43,3017,A61,A75,4,A101,4,A122,47,A143,A152,1,A173,1,A191,A201,1,669,male,single
A14,24,A34,A49,4139,A62,A73,3,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,1,670,male,single
A14,36,A32,A49,5742,A62,A74,2,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,671,male,single
A14,60,A32,A40,10366,A61,A75,2,A101,4,A122,42,A143,A152,1,A174,1,A192,A201,1,672,male,single
A14,6,A34,A40,2080,A63,A73,1,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1,673,male,married/previously_married
A14,21,A33,A49,2580,A63,A72,4,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,0,674,male,single
A14,30,A34,A43,4530,A61,A74,4,A101,4,A123,26,A143,A151,1,A174,1,A192,A201,1,675,female,married/previously_married
A14,24,A34,A42,5150,A61,A75,4,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,1,676,male,single
A12,72,A32,A43,5595,A62,A73,2,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,0,677,male,married/previously_married
A11,24,A32,A43,2384,A61,A75,4,A101,4,A121,64,A141,A151,1,A172,1,A191,A201,1,678,male,single
