id,V1_sex,V4_area_origin,V6_province,V8_age,V9_age_at_program_end,V11_criminal_record,V12_n_criminal_record,V13_n_crime_cat,V15_main_crime_cat,V16_violent_crime,V17_crime_classification,V19_committed_crime,V20_n_juvenile_records,V21_n_crime,V23_territory_of_execution,V24_finished_program,V26_finished_measure_grouped,V27_program_duration_cat,V28_days_from_crime_to_program,V29_program_duration,V115_RECID2015_recid,V10_date_of_birth_year,V10_date_of_birth_month,V22_main_crime_date_year,V22_main_crime_date_month,V30_program_start_year,V30_program_start_month,V31_program_end_month
1574,male,Spain,Lleida,17,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Lleida,Llibertat vigilada,Probation,6 months < 1 year,520.0,269,0,1990,12,2008,8,2010,1,10
4013,male,Latin America,Barcelona,16,18,0,0,2,Against Property,0,0,Furt,0.0,2,Barcelona,Internament en centre,Internment,6 months < 1 year,369.0,290,0,1991,11,2008,8,2009,8,5
4773,male,Spain,Barcelona,15,16,0,0,1,Against Property,0,0,Furt,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,358.0,179,0,1993,8,2008,11,2009,10,4
202,male,Spain,Tarragona,14,15,0,0,1,Against Property,0,0,Furt,0.0,1,Tarragona,Llibertat vigilada,Probation,<6 months,455.0,148,0,1994,4,2008,7,2009,10,3
1854,male,Spain,Barcelona,15,17,0,0,1,Against Property,0,1,Furt,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,403.0,119,0,1993,6,2009,2,2010,3,7
4710,male,Spain,Barcelona,14,16,0,0,1,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,649.0,179,0,1994,1,2008,8,2010,5,11
1053,male,Spain,Tarragona,14,17,0,0,2,Other,0,1,Contra la integritat moral,0.0,2,Tarragona,Llibertat vigilada,Probation,6 months < 1 year,617.0,269,0,1993,2,2008,2,2009,11,7
3080,female,Spain,Barcelona,17,20,0,0,1,Other,0,1,Contra la integritat moral,0.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,434.0,578,0,1990,1,2007,4,2008,7,2
2600,male,Maghreb,Barcelona,16,19,0,0,1,Other,0,1,Contra la salud pública,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,874.0,358,0,1990,9,2007,2,2009,7,6
3872,male,Spain,Barcelona,16,18,0,0,1,Other,0,1,Trànsit,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,496.0,179,0,1991,11,2008,6,2009,11,4
310,male,Spain,Tarragona,15,19,0,0,2,Against People,1,1,Lesions,0.0,2,Tarragona,Llibertat vigilada,Probation,6 months < 1 year,1108.0,180,0,1991,6,2007,1,2010,2,8
2112,male,Latin America,Barcelona,15,17,0,0,3+,Against People,1,1,Lesions,0.0,3,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,657.0,364,0,1993,1,2008,2,2009,11,11
4322,male,Spain,Barcelona,17,19,0,0,1,Against People,1,1,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,340.0,341,0,1990,9,2008,6,2009,5,5
1148,male,Spain,Barcelona,17,20,0,0,1,Against People,1,1,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,943.0,272,0,1989,6,2006,11,2009,6,3
168,male,Spain,Lleida,16,19,0,0,3+,Against People,1,1,Lesions,0.0,3,Lleida,Llibertat vigilada,Probation,>1 year,522.0,479,0,1991,1,2007,11,2009,4,7
1771,male,Latin America,Girona,15,17,0,0,2,Against People,1,0,Contra la llibertat,0.0,2,Girona,Llibertat vigilada,Probation,6 months < 1 year,540.0,267,0,1993,3,2008,8,2010,1,10
1526,male,Spain,Barcelona,16,18,0,0,2,Against People,1,0,Contra la llibertat,0.0,2,Barcelona,Llibertat vigilada,Probation,<6 months,378.0,149,0,1992,2,2009,2,2010,2,7
747,male,Maghreb,Barcelona,17,18,0,0,2,Against People,1,1,Contra la llibertat,0.0,2,Barcelona,Llibertat vigilada,Probation,>1 year,184.0,407,0,1992,1,2009,1,2009,7,9
2853,female,Latin America,Barcelona,15,17,0,0,1,Against People,1,1,Violència familiar,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,395.0,364,0,1992,9,2008,3,2009,4,4
400,male,Spain,Tarragona,17,21,0,0,3+,Against People,1,1,Violència familiar,0.0,3,Tarragona,Llibertat vigilada,Probation,>1 year,316.0,1190,0,1988,9,2006,3,2007,1,4
1983,female,Spain,Barcelona,17,19,0,0,2,Against Property,1,1,Robatori amb violència,0.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,510.0,268,0,1990,12,2008,2,2009,7,4
1690,male,Latin America,Barcelona,17,18,0,0,1,Against Property,1,1,Robatori amb violència,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,303.0,160,0,1991,6,2009,2,2009,12,5
4809,male,Other,Barcelona,17,18,0,0,3+,Against Property,1,1,Robatori amb violència o intimidació,0.0,3,Barcelona,Internament en centre,Internment,<6 months,201.0,128,0,1991,7,2009,3,2009,10,2
1298,male,Latin America,Barcelona,17,18,0,0,1,Against Property,1,1,Robatori amb intimidació,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,178.0,102,0,1992,8,2010,1,2010,7,11
952,male,Spain,Tarragona,15,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Llibertat vigilada,Probation,6 months < 1 year,482.0,240,0,1993,2,2008,5,2009,9,5
3086,male,Spain,Barcelona,16,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,739.0,364,0,1990,12,2007,4,2009,4,4
2384,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,325.0,178,0,1991,11,2009,3,2010,2,8
195,male,Spain,Tarragona,17,20,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Tarragona,Llibertat vigilada,Probation,6 months < 1 year,673.0,269,0,1990,5,2008,5,2010,3,12
2358,male,Spain,Barcelona,17,21,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,946.0,365,0,1989,6,2007,2,2009,10,10
4500,male,Spain,Barcelona,16,18,0,0,1,Against Property,0,1,Furt,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,526.0,179,0,1991,10,2008,7,2009,12,6
1378,male,Spain,Girona,16,18,0,0,1,Against Property,0,1,Furt,0.0,1,Girona,Llibertat vigilada,Probation,6 months < 1 year,692.0,204,0,1992,2,2008,2,2010,1,8
2353,male,Spain,Barcelona,15,17,0,0,1,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,544.0,363,0,1992,8,2008,1,2009,7,7
1745,male,Spain,Barcelona,14,17,0,0,2,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,0.0,2,Barcelona,Llibertat vigilada,Probation,<6 months,683.0,179,0,1993,6,2008,1,2009,12,6
375,male,Spain,Barcelona,17,18,0,0,1,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,257.0,269,0,1991,9,2008,11,2009,8,5
4240,female,Spain,Barcelona,15,19,0,0,1,Other,0,1,Contra la integritat moral,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,821.0,364,0,1991,11,2007,9,2009,12,12
2475,female,Latin America,Barcelona,14,16,0,0,3+,Other,0,1,Contra l'administració de justícia,0.0,3,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,467.0,358,0,1993,11,2008,2,2009,5,5
97,female,Spain,Barcelona,15,16,0,0,1,Other,0,1,Contra l'ordre públic i interessos generals,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,368.0,192,0,1993,5,2008,8,2009,9,3
1600,male,Spain,Barcelona,16,18,0,0,1,Against People,1,0,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,386.0,119,0,1992,1,2008,12,2010,1,5
4600,male,Spain,Barcelona,16,18,0,0,3+,Against People,1,1,Lesions,0.0,4,Barcelona,Llibertat vigilada,Probation,>1 year,442.0,545,0,1991,9,2007,9,2008,12,6
729,male,Spain,Girona,17,19,0,0,3+,Against People,1,1,Contra la llibertat,0.0,4,Tarragona,Llibertat vigilada,Probation,>1 year,180.0,679,0,1991,1,2008,5,2008,11,9
2047,male,Spain,Barcelona,17,19,0,0,2,Against People,1,1,Contra la llibertat,0.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,409.0,364,0,1990,7,2008,1,2009,3,3
2510,male,Spain,Barcelona,17,19,0,0,1,Against People,1,1,Violència familiar,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,504.0,178,0,1991,9,2008,12,2010,5,11
512,male,Spain,Tarragona,17,18,0,0,3+,Against People,1,1,Atemptat contra l'autoritat,0.0,5,Tarragona,Llibertat vigilada,Probation,6 months < 1 year,179.0,183,0,1991,4,2009,4,2009,9,4
4375,male,Spain,Girona,14,18,0,0,1,Against People,1,1,Contra la llibertat sexual,0.0,1,Barcelona,Internament en centre,Internment,>1 year,801.0,543,0,1992,8,2007,1,2009,3,9
2479,male,Spain,Barcelona,15,19,0,0,1,Against People,1,1,Contra la llibertat sexual,0.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,491.0,863,0,1991,1,2006,11,2008,4,8
4755,male,Spain,Barcelona,17,19,0,0,2,Against Property,1,1,Robatori amb violència,0.0,2,Barcelona,Llibertat vigilada,Probation,>1 year,279.0,378,0,1991,4,2008,9,2009,7,7
54,male,Spain,Girona,16,18,0,0,3+,Against Property,1,1,Robatori amb violència,0.0,3,Girona,Llibertat vigilada,Probation,>1 year,469.0,378,0,1991,4,2007,11,2009,3,3
2087,female,Spain,Barcelona,16,19,0,0,2,Against Property,1,1,Robatori amb violència,0.0,2,Barcelona,Llibertat vigilada,Probation,>1 year,565.0,373,0,1991,5,2008,2,2009,8,9
1429,female,Europe,Girona,17,20,0,0,2,Against Property,1,1,Robatori amb violència,0.0,2,Girona,Llibertat vigilada,Probation,>1 year,749.0,397,0,1990,5,2007,6,2009,7,8
2369,female,Europe,Barcelona,16,18,0,0,3+,Against Property,1,1,Robatori amb violència,0.0,3,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,384.0,364,0,1991,9,2008,2,2009,3,3
825,male,Spain,Lleida,15,18,0,0,1,Against Property,1,1,Robatori amb violència o intimidació,0.0,1,Lleida,Llibertat vigilada,Probation,6 months < 1 year,565.0,364,0,1992,9,2008,4,2009,10,10
3430,male,Spain,Barcelona,16,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,594.0,232,0,1992,1,2008,6,2010,1,9
4194,male,Spain,Barcelona,17,20,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,717.0,279,0,1989,11,2007,9,2009,8,6
3196,male,Latin America,Barcelona,16,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,829.0,239,0,1990,12,2007,4,2009,7,3
4724,male,Spain,Barcelona,16,17,0,0,1,Against Property,0,0,Furt,0.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,260.0,365,0,1992,8,2008,10,2009,7,7
913,male,Spain,Girona,15,18,0,0,3+,Other,0,1,Contra la integritat moral,0.0,4,Girona,Realització de tasques socioeducatives,Other,6 months < 1 year,957.0,245,0,1991,7,2006,10,2009,5,1
265,male,Europe,Tarragona,16,18,0,0,1,Other,0,1,Contra la salud pública,0.0,1,Tarragona,Llibertat vigilada,Probation,6 months < 1 year,383.0,180,0,1991,12,2008,11,2009,12,6
158,male,Maghreb,Girona,17,20,0,0,1,Other,0,1,Contra la salud pública,0.0,1,Girona,Llibertat vigilada,Probation,6 months < 1 year,579.0,310,0,1990,1,2008,1,2009,8,6
3292,male,Spain,Barcelona,15,17,0,0,1,Against People,1,1,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,327.0,144,0,1993,10,2009,8,2010,7,11
1774,male,Spain,Tarragona,14,16,0,0,2,Against People,1,1,Lesions,0.0,2,Tarragona,Llibertat vigilada,Probation,>1 year,177.0,366,0,1994,5,2008,12,2009,5,5
428,female,Spain,Lleida,15,17,0,0,1,Against People,1,0,Lesions,0.0,1,Lleida,Llibertat vigilada,Probation,<6 months,920.0,89,0,1992,5,2007,7,2010,2,5
1663,female,Spain,Girona,14,15,0,0,3+,Against People,1,0,Lesions,0.0,3,Girona,Llibertat vigilada,Probation,<6 months,269.0,152,0,1995,3,2009,9,2010,6,11
3062,male,Latin America,Barcelona,15,18,0,0,1,Against People,1,0,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,722.0,178,0,1992,8,2008,3,2010,3,9
2688,male,Spain,Barcelona,16,19,0,0,1,Against People,1,1,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,711.0,178,0,1991,8,2008,5,2010,4,10
2803,male,Spain,Barcelona,16,18,0,0,1,Against People,1,0,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,422.0,119,0,1992,8,2009,5,2010,6,10
3286,male,Spain,Barcelona,17,18,0,0,2,Against People,1,1,Lesions,0.0,2,Barcelona,Llibertat vigilada,Probation,<6 months,274.0,98,0,1991,10,2009,8,2010,5,8
4748,male,Spain,Barcelona,16,18,0,0,1,Against People,1,1,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,329.0,272,0,1992,5,2009,1,2009,12,9
1363,male,Spain,Girona,17,19,0,0,1,Against People,1,1,Lesions,0.0,1,Girona,Llibertat vigilada,Probation,<6 months,597.0,118,0,1990,11,2008,4,2009,12,4
1306,male,Spain,Girona,16,17,0,0,1,Against People,1,0,Lesions,0.0,1,Girona,Llibertat vigilada,Probation,6 months < 1 year,302.0,224,0,1992,12,2009,3,2010,1,9
4679,male,Maghreb,Barcelona,16,18,0,0,1,Against People,1,0,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,426.0,149,0,1992,1,2008,10,2009,12,4
953,female,Latin America,Lleida,17,19,0,0,1,Against People,1,1,Lesions,0.0,1,Lleida,Llibertat vigilada,Probation,<6 months,658.0,178,0,1991,1,2008,5,2010,3,8
3354,male,Spain,Barcelona,17,19,0,0,1,Against People,1,0,Contra la llibertat,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,684.0,93,0,1990,12,2008,4,2010,2,5
3661,female,Spain,Barcelona,17,19,0,0,2,Against People,1,0,Contra la llibertat,0.0,2,Barcelona,Llibertat vigilada,Probation,<6 months,636.0,149,0,1990,7,2008,5,2010,2,7
1622,female,Spain,Barcelona,17,18,0,0,2,Against People,1,1,Contra la llibertat,0.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,270.0,238,0,1991,9,2009,1,2009,10,6
1604,male,Europe,Tarragona,16,18,0,0,3+,Against People,1,1,Contra la llibertat,0.0,3,Tarragona,Llibertat vigilada,Probation,6 months < 1 year,578.0,237,0,1991,5,2008,2,2009,9,4
2223,male,Other,Girona,17,18,0,0,1,Against People,1,0,Contra la llibertat,0.0,1,Girona,Llibertat vigilada,Probation,<6 months,403.0,143,0,1991,10,2008,11,2009,12,5
4745,female,Spain,Barcelona,15,17,0,0,2,Against People,1,1,Violència familiar,0.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,171.0,328,0,1993,3,2008,11,2009,5,4
4763,female,Spain,Barcelona,14,16,0,0,1,Against People,1,1,Violència familiar,0.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,188.0,430,0,1993,12,2008,11,2009,5,8
1987,male,Latin America,Barcelona,15,16,0,0,3+,Against People,1,1,Violència familiar,0.0,4,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,279.0,262,0,1993,8,2009,2,2009,11,8
1236,male,Spain,Barcelona,16,18,0,0,3+,Against People,1,1,Violència familiar,0.0,5,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,265.0,262,1,1992,6,2009,2,2009,10,7
2117,male,Spain,Girona,17,19,0,0,2,Against People,1,1,Violència familiar,0.0,2,Girona,Llibertat vigilada,Probation,>1 year,156.0,474,0,1991,2,2008,11,2009,4,8
2295,female,Spain,Barcelona,16,17,0,0,2,Against People,1,1,Violència familiar,0.0,2,Barcelona,Llibertat vigilada,Probation,<6 months,376.0,66,0,1992,11,2009,4,2010,4,6
3582,male,Maghreb,Barcelona,17,19,0,0,1,Against People,1,1,Violència familiar,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,406.0,359,0,1990,11,2008,6,2009,7,7
2708,male,Spain,Barcelona,15,18,0,0,1,Against People,1,1,Atemptat contra l'autoritat,0.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,396.0,544,0,1992,6,2008,3,2009,4,10
4437,female,Spain,Barcelona,16,18,0,0,3+,Against People,1,1,Atemptat contra l'autoritat,0.0,3,Barcelona,Llibertat vigilada,Probation,<6 months,407.0,178,0,1991,10,2008,9,2009,11,5
3275,male,Maghreb,Barcelona,17,20,0,0,2,Against People,1,1,Atemptat contra l'autoritat,0.0,2,Barcelona,Llibertat vigilada,Probation,>1 year,669.0,389,0,1990,3,2007,5,2009,3,3
4366,male,Spain,Barcelona,14,17,0,0,1,Against People,1,1,Contra la llibertat sexual,0.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,712.0,395,0,1993,1,2007,12,2009,11,12
799,male,Europe,Lleida,14,15,0,0,1,Against People,1,1,Contra la llibertat sexual,0.0,1,Lleida,Llibertat vigilada,Probation,<6 months,146.0,105,0,1994,9,2009,7,2009,12,3
2024,male,Spain,Barcelona,14,17,0,0,3+,Against Property,1,1,Robatori amb violència,0.0,6,Barcelona,Llibertat vigilada,Probation,>1 year,371.0,657,0,1993,1,2007,10,2008,10,8
201,male,Spain,Lleida,14,15,0,0,2,Against Property,1,1,Robatori amb violència,0.0,2,Lleida,Llibertat vigilada,Probation,<6 months,181.0,134,0,1995,2,2010,1,2010,7,11
3836,male,Latin America,Barcelona,15,18,0,0,2,Against Property,1,1,Robatori amb violència,0.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,749.0,293,0,1991,7,2007,6,2009,7,4
3007,male,Latin America,Barcelona,16,18,0,0,2,Against Property,1,1,Robatori amb violència,0.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,605.0,302,0,1991,8,2008,2,2009,9,7
2212,male,Other,Girona,16,18,0,0,2,Against Property,1,1,Robatori amb violència,0.0,2,Girona,Llibertat vigilada,Probation,6 months < 1 year,436.0,202,0,1991,12,2008,11,2010,2,8
2206,male,Other,Girona,17,19,0,0,2,Against Property,1,1,Robatori amb violència,0.0,2,Girona,Llibertat vigilada,Probation,6 months < 1 year,421.0,217,0,1991,4,2008,11,2010,1,8
4224,male,Spain,Barcelona,14,15,0,0,1,Against Property,1,1,Robatori amb violència o intimidació,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,333.0,46,0,1994,12,2009,11,2010,10,11
2931,male,Spain,Barcelona,15,18,0,0,2,Against Property,1,1,Robatori amb violència o intimidació,0.0,2,Barcelona,Llibertat vigilada,Probation,>1 year,524.0,479,0,1992,6,2007,10,2009,3,7
4223,male,Spain,Barcelona,17,18,0,0,1,Against Property,1,1,Robatori amb violència o intimidació,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,333.0,48,0,1992,9,2009,11,2010,10,11
1337,female,Spain,Barcelona,16,19,0,0,3+,Against Property,1,1,Robatori amb violència o intimidació,0.0,4,Barcelona,Llibertat vigilada,Probation,>1 year,490.0,540,0,1991,5,2007,12,2009,5,10
2121,male,Other,Barcelona,16,18,0,0,3+,Against Property,1,1,Robatori amb violència o intimidació,0.0,4,Barcelona,Llibertat vigilada,Probation,>1 year,477.0,421,0,1991,11,2008,3,2009,6,8
2124,male,Other,Barcelona,16,18,0,0,3+,Against Property,1,1,Robatori amb violència o intimidació,0.0,4,Barcelona,Llibertat vigilada,Probation,>1 year,462.0,392,0,1991,10,2008,3,2009,6,7
4681,male,Spain,Barcelona,14,17,0,0,1,Against Property,1,1,Robatori amb intimidació,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,862.0,208,0,1992,12,2007,11,2010,3,10
2157,male,Spain,Barcelona,15,18,0,0,1,Against Property,1,1,Robatori amb intimidació,0.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,507.0,694,0,1991,8,2006,11,2008,4,3
1122,female,Spain,Lleida,14,16,0,0,1,Against Property,1,1,Robatori amb intimidació,0.0,1,Lleida,Llibertat vigilada,Probation,6 months < 1 year,602.0,299,0,1994,1,2008,5,2010,1,11
1577,male,Latin America,Girona,15,17,0,0,2,Against Property,1,1,Robatori amb intimidació,0.0,2,Girona,Llibertat vigilada,Probation,>1 year,374.0,384,0,1992,12,2008,5,2009,6,6
149,male,Latin America,Girona,15,17,0,0,2,Against Property,1,1,Robatori amb intimidació,0.0,2,Girona,Llibertat vigilada,Probation,<6 months,440.0,140,0,1992,11,2008,10,2010,1,6
2127,male,Europe,Barcelona,16,19,0,0,1,Against Property,1,1,Robatori amb intimidació,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,746.0,274,0,1991,2,2008,2,2010,2,11
2738,male,Maghreb,Barcelona,16,19,0,0,3+,Against Property,1,1,Robatori amb intimidació,0.0,3,Barcelona,Llibertat vigilada,Probation,>1 year,245.0,1069,0,1990,11,2007,3,2007,11,11
1790,male,Latin America,Barcelona,17,20,0,0,1,Against Property,1,1,Robatori amb intimidació,0.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,391.0,685,0,1990,5,2008,1,2009,2,12
4021,male,Spain,Barcelona,14,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,548.0,273,0,1994,6,2008,8,2010,2,11
176,male,Spain,Girona,15,16,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Llibertat vigilada,Probation,6 months < 1 year,352.0,203,0,1993,10,2009,1,2009,12,7
4487,male,Spain,Barcelona,15,17,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,407.0,417,0,1993,6,2008,8,2009,9,11
3122,male,Spain,Barcelona,16,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,519.0,299,0,1991,11,2008,4,2009,9,6
764,male,Spain,Barcelona,17,19,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,630.0,269,0,1990,12,2007,12,2009,9,6
3636,male,Spain,Barcelona,16,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,667.0,168,0,1992,4,2008,5,2010,3,8
3277,male,Spain,Barcelona,17,20,0,0,2,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,801.0,268,0,1990,1,2007,3,2009,5,2
926,male,Spain,Girona,16,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Llibertat vigilada,Probation,6 months < 1 year,352.0,340,0,1991,7,2008,3,2009,3,2
1651,male,Maghreb,Girona,16,18,0,0,1,Against Property,0,1,Robatori i robatori amb força en les coses,0.0,1,Girona,Llibertat vigilada,Probation,6 months < 1 year,523.0,197,0,1992,2,2008,6,2009,11,6
871,male,Spain,Girona,15,17,0,0,2,Against Property,0,0,Furt,0.0,2,Girona,Llibertat vigilada,Probation,6 months < 1 year,500.0,207,0,1993,2,2008,3,2009,7,2
4769,female,Spain,Barcelona,15,17,0,0,1,Against Property,0,0,Furt,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,521.0,233,1,1993,3,2008,11,2010,4,11
4357,female,Latin America,Barcelona,17,18,0,0,1,Against Property,0,0,Furt,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,423.0,120,0,1991,7,2008,8,2009,10,2
1889,male,Spain,Barcelona,16,19,0,0,1,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,634.0,169,0,1991,2,2008,1,2009,10,4
966,male,Spain,Girona,16,17,0,0,1,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,0.0,1,Girona,Llibertat vigilada,Probation,<6 months,349.0,177,0,1992,11,2009,3,2010,3,8
875,male,Europe,Lleida,15,18,0,0,2,Other,0,1,Contra el patrimoni i l'ordre socioeconòmic,0.0,2,Lleida,Llibertat vigilada,Probation,6 months < 1 year,982.0,239,0,1991,9,2007,1,2009,9,5
3547,male,Other,Barcelona,15,19,0,0,1,Other,0,1,Contra el patrimoni i l'ordre socioeconòmic,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,1357.0,269,0,1991,4,2006,5,2010,2,11
985,male,Latin America,Lleida,15,18,0,0,1,Other,0,1,Contra la salud pública,0.0,1,Lleida,Llibertat vigilada,Probation,6 months < 1 year,599.0,364,0,1992,11,2008,4,2009,11,11
2305,male,Spain,Barcelona,17,20,0,0,1,Other,0,1,Contra l'administració pública,0.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,754.0,364,0,1990,10,2007,11,2009,12,12
4231,male,Spain,Barcelona,17,19,0,0,2,Other,0,1,Falsedats,0.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,557.0,209,0,1991,4,2008,7,2010,1,8
2768,male,Spain,Barcelona,15,19,0,0,1,Against People,1,0,Lesions,0.0,1,Barcelona,Permanència de cap de setmana en centre,Internment,<6 months,1227.0,4,0,1990,10,2006,9,2010,2,2
3177,female,Latin America,Barcelona,17,20,0,0,2,Against People,1,1,Lesions,0.0,2,Barcelona,Internament centre terapèutic,Internment,6 months < 1 year,819.0,216,1,1989,8,2007,5,2009,8,3
746,male,Spain,Tarragona,15,17,0,0,2,Against People,1,1,Lesions,0.0,2,Tarragona,Llibertat vigilada,Probation,6 months < 1 year,347.0,322,0,1993,1,2008,3,2009,3,1
166,female,Spain,Barcelona,15,16,0,0,1,Against People,1,0,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,265.0,89,0,1993,12,2009,12,2010,8,11
4164,male,Latin America,Barcelona,15,18,0,0,3+,Against People,1,1,Lesions,0.0,6,Barcelona,Llibertat vigilada,Probation,>1 year,440.0,552,0,1991,5,2007,4,2008,7,1
1319,male,Spain,Lleida,16,17,0,0,1,Against People,1,0,Lesions,0.0,1,Lleida,Llibertat vigilada,Probation,<6 months,430.0,148,0,1992,6,2008,8,2009,10,3
2984,male,Spain,Barcelona,17,20,0,0,1,Against People,1,1,Lesions,0.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,1148.0,79,0,1989,7,2006,11,2010,1,4
4812,male,Spain,Barcelona,17,20,0,0,3+,Against People,1,1,Lesions,0.0,3,Barcelona,Llibertat vigilada,Probation,>1 year,368.0,854,0,1989,8,2006,11,2007,11,3
1158,male,Spain,Tarragona,16,18,0,0,2,Against People,1,1,Lesions,0.0,2,Tarragona,Llibertat vigilada,Probation,6 months < 1 year,585.0,270,0,1991,8,2008,3,2009,10,7
